Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping days,latitude,longitude
Standard Class,Corporate,Medina,Ohio,44256.0,East,Furniture,Furnishings,452.45,5.0,0.5,-244.323,7.0,41.13,-81.86
Standard Class,Corporate,Medina,Ohio,44258.0,East,Technology,Phones,62.982,3.0,0.4,-14.6958,4.0,41.13,-81.86
Standard Class,Consumer,Medina,Ohio,44256.0,East,Technology,Phones,1188.0,9.0,0.7,-950.4,4.0,41.13,-81.86
Standard Class,Corporate,Medina,Ohio,44256.0,East,Technology,Phones,89.584,2.0,0.2,4.4792,4.0,41.13,-81.86
Standard Class,Consumer,Los Angeles,California,90032.0,West,Office Supplies,Binders,93.06,6.0,0.0,26.0568,4.0,34.08,-118.17
Standard Class,Consumer,Los Angeles,California,90032.0,West,Technology,Phones,302.376,3.0,0.2,25.1916,4.0,34.08,-118.17
First Class,Consumer,Dublin,Ohio,43017.0,East,Office Supplies,Binders,5.584,2.0,0.2,1.8148,3.0,40.11,-83.13
First Class,Consumer,Dublin,Ohio,43017.0,East,Office Supplies,Binders,22.704,6.0,0.2,8.2302,3.0,40.11,-83.13
First Class,Consumer,Dublin,Ohio,43017.0,East,Office Supplies,Binders,19.776,3.770643976020112,0.7,-13.8432,3.0,40.11,-83.13
First Class,Consumer,Dublin,Ohio,43017.0,East,Technology,Phones,479.988,4.0,0.7,-383.9904,3.0,40.11,-83.13
First Class,Consumer,Dublin,Ohio,43017.0,East,Office Supplies,Binders,27.168,2.0,0.2,2.7168,3.0,40.11,-83.13
Standard Class,Corporate,Detroit,Michigan,48288.0,Central,Office Supplies,Binders,2.2,1.0,0.0,0.968,7.0,42.38,-83.1
Standard Class,Corporate,Detroit,Michigan,48227.0,Central,Furniture,Furnishings,622.45,5.0,0.0,136.939,7.0,42.39,-83.19
Standard Class,Corporate,Detroit,Michigan,48227.0,Central,Office Supplies,Binders,21.98,1.0,0.0,0.2198,4.0,42.39,-83.19
Standard Class,Consumer,Columbia,Tennessee,38401.0,South,Furniture,Chairs,161.568,2.0,0.2,-28.2744,4.0,35.62,-87.04
Standard Class,Consumer,Columbia,Tennessee,38401.0,South,Furniture,Furnishings,389.696,8.0,0.2,43.8408,4.0,35.62,-87.04
Standard Class,Corporate,Charlotte,North Carolina,28205.0,South,Office Supplies,Binders,18.648,7.0,0.7,-12.432,4.0,35.22,-80.79
Standard Class,Home Office,Tampa,Florida,33614.0,South,Furniture,Furnishings,182.745,2.0,0.45,-102.048,5.0,28.0,-82.51
Standard Class,Consumer,Tampa,Florida,33614.0,South,Furniture,Furnishings,620.6145,3.0,0.45,-248.2458,5.0,28.0,-82.51
Standard Class,Home Office,Tampa,Florida,33614.0,South,Office Supplies,Binders,5.328,2.0,0.7,-3.552,5.0,28.0,-82.51
Standard Class,Home Office,Tampa,Florida,33614.0,South,Furniture,Furnishings,182.745,3.0,0.2,0.0,5.0,28.0,-82.51
Standard Class,Consumer,Tampa,Florida,33614.0,South,Technology,Phones,617.976,3.0,0.2,-7.7247,4.0,28.0,-82.51
Standard Class,Corporate,Santa Clara,California,95051.0,West,Office Supplies,Paper,10.56,3.770643976020112,0.0,4.752,4.0,37.35,-121.98
Second Class,Consumer,Chicago,Illinois,60610.0,Central,Office Supplies,Binders,25.92,5.0,0.2,9.396,5.0,41.91,-87.63
Second Class,Consumer,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,419.68,5.0,0.6,-356.728,4.0,41.91,-87.63
Second Class,Consumer,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,11.688,3.0,0.6,-4.6752,5.0,41.91,-87.63
Second Class,Consumer,Chicago,Illinois,60610.0,Central,Technology,Phones,31.984,2.0,0.2,11.1944,4.0,41.91,-87.63
Second Class,Consumer,Chicago,Illinois,60610.0,Central,Furniture,Tables,177.225,5.0,0.5,-120.513,4.0,41.91,-87.63
Second Class,Consumer,Chicago,Illinois,60610.0,Central,Furniture,Furnishings,4.044,3.831979695431472,0.6,-2.8308,5.0,41.91,-87.63
Second Class,Home Office,Lakeville,Minnesota,55044.0,Central,Furniture,Furnishings,2001.86,7.0,0.0,580.5394,5.0,44.67,-93.24
Second Class,Home Office,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,166.72,2.0,0.0,41.68,5.0,44.67,-93.24
Second Class,Home Office,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,26.968,6.0,0.0,23.94,5.0,44.67,-93.24
Second Class,Consumer,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,1503.25,5.0,0.0,496.0725,5.0,44.67,-93.24
Second Class,Home Office,Lakeville,Minnesota,55044.0,Central,Office Supplies,Binders,25.92,4.0,0.0,12.4416,5.0,44.67,-93.24
Second Class,Consumer,San Francisco,California,94109.0,West,Furniture,Furnishings,321.568,3.831979695431472,0.2,28.1372,5.0,37.79,-122.42
Standard Class,Consumer,San Diego,California,92037.0,West,Office Supplies,Binders,7.61,1.0,0.0,3.5767,6.0,32.86,-117.24
Standard Class,Consumer,San Diego,California,92037.0,West,Technology,Phones,3347.37,3.7777777777777777,0.0,636.0003,4.0,32.86,-117.24
First Class,Consumer,New York,New York,10024.0,East,Office Supplies,Binders,80.58,6.0,0.0,22.5624,3.0,40.79,-73.97
First Class,Consumer,New York City,New York,10024.0,East,Office Supplies,Binders,361.92,3.770643976020112,0.0,162.864,3.0,40.79,-73.97
Standard Class,Corporate,Chicago,Illinois,60623.0,Central,Furniture,Furnishings,182.745,9.0,0.2,7.803599999999999,6.0,41.85,-87.72
Standard Class,Consumer,Chicago,Illinois,60623.0,Central,Office Supplies,Binders,82.368,2.0,0.2,-19.5624,6.0,41.85,-87.72
Standard Class,Corporate,Chicago,Illinois,60623.0,Central,Furniture,Storage,53.92,5.0,0.2,4.044,6.0,41.85,-87.72
Standard Class,Corporate,Chicago,Illinois,60623.0,Central,Technology,Phones,647.904,6.0,0.2,56.6916,4.0,41.85,-87.72
Second Class,Consumer,New York City,New York,10009.0,East,Technology,Phones,20.37,3.0,0.0,6.9258,2.0,40.73,-73.98
Second Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,26.968,3.0,0.0,6.6465,2.0,40.73,-73.98
Second Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,17.52,5.0,0.2,6.132,4.0,40.73,-73.98
Standard Class,Corporate,Pasadena,Texas,77506.0,Central,Office Supplies,Binders,1.624,2.0,0.8,-4.466,4.0,29.71,-95.2
Second Class,Corporate,Houston,Texas,77036.0,Central,Technology,Phones,3059.982,3.0,0.4,-509.997,2.0,29.7,-95.53
Second Class,Corporate,Houston,Texas,77036.0,Central,Technology,Phones,2519.958,7.0,0.4,-251.9958,2.0,29.7,-95.53
Standard Class,Consumer,Chicago,Illinois,60610.0,Central,Technology,Phones,328.224,4.0,0.2,28.7196,7.0,41.91,-87.63
Standard Class,Corporate,Chapel Hill,North Carolina,27514.0,South,Office Supplies,Binders,14.016,3.0,0.2,4.7304,4.0,35.92,-79.04
Standard Class,Consumer,Morristown,New Jersey,7960.0,East,Office Supplies,Binders,26.968,6.0,0.0,0.3024,6.0,40.79,-74.47
Standard Class,Corporate,Cincinnati,Ohio,45231.0,East,Office Supplies,Binders,37.208,1.0,0.2,-7.4416,4.0,39.25,-84.53
Standard Class,Corporate,Cincinnati,Ohio,45231.0,East,Office Supplies,Binders,57.576,3.0,0.2,21.591,4.0,39.25,-84.53
Second Class,Corporate,San Francisco,California,94110.0,West,Office Supplies,Binders,725.84,4.0,0.0,210.4936,4.0,37.74,-122.41
Standard Class,Consumer,San Francisco,California,94109.0,West,Technology,Phones,209.93,7.0,0.0,92.3692,1.0,37.79,-122.42
First Class,Consumer,San Francisco,California,94109.0,West,Furniture,Furnishings,5.28,3.0,0.0,7.803599999999999,1.0,37.79,-122.42
First Class,Consumer,San Francisco,California,94109.0,West,Office Supplies,Binders,10.92,3.0,0.2,4.095,4.0,37.79,-122.42
First Class,Corporate,Inglewood,California,90301.0,West,Office Supplies,Binders,26.968,2.0,0.0,4.0572,1.0,33.95,-118.36
First Class,Corporate,Inglewood,California,90301.0,West,Office Supplies,Binders,5.98,1.0,0.0,6.8824000000000005,1.0,33.95,-118.36
Standard Class,Corporate,Philadelphia,Pennsylvania,19255.0,East,Office Supplies,Binders,11.648,2.0,0.0,4.0768,4.0,39.95,-75.16
Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,18.176,4.0,0.0,5.9072,4.0,40.01,-75.15
Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,59.712,6.0,0.2,5.9712,4.0,40.01,-75.15
Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,24.84,3.0,0.2,8.694,4.0,40.01,-75.15
Second Class,Consumer,Houston,Texas,77070.0,Central,Office Supplies,Binders,2.08,5.0,0.8,-3.432,4.0,29.98,-95.57
Standard Class,Consumer,Houston,Texas,77070.0,Central,Technology,Phones,1114.4,7.0,0.2,376.11,2.0,29.98,-95.57
Standard Class,Consumer,Los Angeles,California,90004.0,West,Furniture,Furnishings,1038.84,5.0,0.2,51.942,4.0,34.07,-118.31
Standard Class,Consumer,Portland,Oregon,97206.0,West,Office Supplies,Binders,141.76,5.0,0.2,47.844,6.0,45.48,-122.6
Standard Class,Consumer,Portland,Oregon,97206.0,West,Technology,Phones,239.8,5.0,0.2,47.96,6.0,45.48,-122.6
Standard Class,Consumer,Portland,Oregon,97299.0,West,Office Supplies,Binders,31.104,6.0,0.2,10.8864,6.0,45.54,-122.61
Standard Class,Corporate,Tamarac,Florida,33319.0,South,Office Supplies,Binders,254.058,7.0,0.7,-169.372,2.0,26.18,-80.23
Second Class,Corporate,Tamarac,Florida,33319.0,South,Office Supplies,Binders,194.528,3.770643976020112,0.2,24.316,4.0,26.18,-80.23
Second Class,Corporate,Fort Lauderdale,Florida,33319.0,South,Office Supplies,Binders,961.48,5.0,0.2,-204.3145,2.0,26.18,-80.23
Second Class,Home Office,Columbus,Ohio,43229.0,East,Office Supplies,Binders,19.096,7.0,0.2,6.6836,4.0,40.09,-82.98
Second Class,Home Office,Columbus,Ohio,43229.0,East,Office Supplies,Binders,18.496,8.0,0.0,6.2424,4.0,40.09,-82.98
Second Class,Home Office,Columbus,Ohio,43229.0,East,Technology,Phones,255.984,2.0,0.2,54.3966,4.0,40.09,-82.98
Second Class,Home Office,Columbus,Ohio,43229.0,East,Furniture,Furnishings,182.745,3.0,0.5,-48.7032,4.0,40.09,-82.98
First Class,Corporate,Colorado Springs,Colorado,80906.0,West,Furniture,Furnishings,300.416,8.0,0.2,78.8592,4.0,38.75,-104.88
First Class,Corporate,Colorado Springs,Colorado,80906.0,West,Furniture,Furnishings,230.352,3.0,0.2,20.1558,2.0,38.75,-104.88
First Class,Corporate,Colorado Springs,Colorado,80906.0,West,Furniture,Furnishings,218.352,3.0,0.2,-24.5646,2.0,38.75,-104.88
First Class,Corporate,Colorado Springs,Colorado,80906.0,West,Office Supplies,Binders,78.6,5.0,0.0,-62.88,2.0,38.75,-104.88
First Class,Corporate,Colorado Springs,Colorado,80906.0,West,Office Supplies,Binders,27.552,3.0,0.2,9.2988,2.0,38.75,-104.88
Standard Class,Consumer,Belleville,New Jersey,7109.0,East,Office Supplies,Paper,32.4,3.770643976020112,0.0,15.552,6.0,40.79,-74.16
Standard Class,Corporate,Belleville,New Jersey,7109.0,East,Office Supplies,Binders,1082.48,8.0,0.0,10.8248,4.0,40.79,-74.16
Standard Class,Corporate,Belleville,New Jersey,7109.0,East,Office Supplies,Binders,56.91,3.0,0.0,27.3168,6.0,40.79,-74.16
Standard Class,Corporate,Belleville,New Jersey,7109.0,East,Office Supplies,Binders,14.28,1.0,0.0,6.5688,6.0,40.79,-74.16
Standard Class,Consumer,Chicago,Illinois,60623.0,Central,Furniture,Furnishings,182.745,3.0,0.5,-131.445,4.0,41.85,-87.72
Second Class,Corporate,New York City,New York,10024.0,East,Furniture,Furnishings,26.8,2.0,0.0,7.803599999999999,5.0,40.79,-73.97
Standard Class,Corporate,Taylor,Michigan,48180.0,Central,Office Supplies,Binders,9.84,3.770643976020112,0.0,2.8536,5.0,42.22,-83.26
Standard Class,Home Office,Lakewood,New Jersey,8701.0,East,Office Supplies,Binders,45.48,3.770643976020112,0.0,20.9208,5.0,40.09,-74.21
Standard Class,Home Office,Lakewood,New Jersey,8701.0,East,Office Supplies,Binders,289.2,6.0,0.0,83.868,4.0,40.09,-74.21
First Class,Consumer,Arlington,Virginia,22204.0,South,Office Supplies,Binders,4.89,1.0,0.0,6.8824000000000005,2.0,38.87,-77.1
Standard Class,Corporate,Arvada,Colorado,80004.0,West,Furniture,Furnishings,15.136,4.0,0.2,7.803599999999999,2.0,39.82,-105.1
Second Class,Corporate,Arvada,Colorado,80007.0,West,Furniture,Furnishings,466.768,2.0,0.2,52.5114,4.0,39.86,-105.19
Second Class,Corporate,Arvada,Colorado,80004.0,West,Furniture,Furnishings,182.745,1.0,0.2,1.7136,4.0,39.82,-105.1
Second Class,Corporate,Arvada,Colorado,80004.0,West,Office Supplies,Binders,6.264,3.0,0.2,2.0358,4.0,39.82,-105.1
Standard Class,Corporate,Hackensack,New Jersey,7601.0,East,Furniture,Furnishings,87.54,3.0,0.0,7.803599999999999,6.0,40.88,-74.04
Standard Class,Consumer,Saint Petersburg,Florida,33710.0,South,Technology,Phones,178.384,2.0,0.2,22.298,7.0,27.79,-82.73
Standard Class,Corporate,Saint Petersburg,Florida,33710.0,South,Office Supplies,Binders,15.552,3.0,0.2,5.4432,7.0,27.79,-82.73
Standard Class,Home Office,New York City,New York,10024.0,East,Furniture,Furnishings,135.882,1.0,0.1,7.803599999999999,5.0,40.79,-73.97
Standard Class,Home Office,New York City,New York,10024.0,East,Technology,Phones,3991.98,2.0,0.2,1995.99,4.0,40.79,-73.97
Standard Class,Home Office,New York City,New York,10024.0,East,Technology,Phones,275.94,6.0,0.0,80.0226,4.0,40.79,-73.97
Standard Class,Home Office,New York,New York,10024.0,East,Technology,Phones,360.0,4.0,0.0,129.6,4.0,40.79,-73.97
Standard Class,Home Office,New York City,New York,10024.0,East,Office Supplies,Binders,43.57,3.770643976020112,0.0,13.071,5.0,40.79,-73.97
Standard Class,Corporate,Long Beach,California,90805.0,West,Office Supplies,Binders,7.16,2.0,0.0,3.58,4.0,33.86,-118.18
Standard Class,Consumer,Hesperia,California,92345.0,West,Office Supplies,Binders,251.52,6.0,0.2,81.744,4.0,34.36,-117.32
Standard Class,Corporate,Hesperia,California,92345.0,West,Technology,Phones,99.99,1.0,0.0,34.9965,4.0,34.36,-117.32
Second Class,Corporate,Murfreesboro,Tennessee,37130.0,South,Furniture,Furnishings,15.992,1.0,0.2,0.9995,4.0,35.85,-86.39
First Class,Consumer,Philadelphia,Pennsylvania,19143.0,East,Technology,Phones,290.898,3.0,0.2,-67.8762,4.0,39.94,-75.23
First Class,Consumer,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Binders,54.224,2.0,0.2,3.389,2.0,39.94,-75.23
Standard Class,Consumer,Philadelphia,Pennsylvania,19143.0,East,Furniture,Furnishings,786.744,4.0,0.3,-258.5016,4.0,39.94,-75.23
First Class,Consumer,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Binders,100.24,10.0,0.2,33.831,2.0,39.94,-75.23
First Class,Consumer,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Binders,37.764,6.0,0.7,-27.6936,2.0,39.94,-75.23
Second Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,82.8,2.0,0.2,25.1916,4.0,39.99,-75.11
Second Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,20.724,2.0,0.7,-13.816,4.0,39.99,-75.11
Second Class,Consumer,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,4.896,3.0,0.7,6.8824000000000005,4.0,39.99,-75.11
Second Class,Consumer,Los Angeles,California,90045.0,West,Office Supplies,Binders,4.752,1.0,0.2,1.6038,3.0,33.95,-118.4
Second Class,Consumer,Los Angeles,California,90045.0,West,Technology,Phones,959.984,2.0,0.2,335.9944,3.0,33.95,-118.4
Second Class,Consumer,Los Angeles,California,90045.0,West,Office Supplies,Binders,14.368,3.770643976020112,0.2,4.49,4.0,33.95,-118.4
Standard Class,Corporate,San Francisco,California,94122.0,West,Office Supplies,Binders,7.712,2.0,0.0,2.7956,4.0,37.76,-122.48
Standard Class,Corporate,San Francisco,California,94122.0,West,Furniture,Furnishings,698.352,3.831979695431472,0.2,7.803599999999999,5.0,37.76,-122.48
Second Class,Consumer,Layton,Utah,84041.0,West,Office Supplies,Binders,4.96,4.0,0.0,6.8824000000000005,4.0,41.07,-111.98
Second Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,17.856,4.0,0.2,1.116,4.0,40.01,-75.15
Second Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,509.97,10.0,0.7,-407.976,4.0,40.01,-75.15
Second Class,Consumer,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,30.992,13.0,0.0,6.8824000000000005,4.0,40.01,-75.15
Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Technology,Phones,71.928,12.0,0.4,8.3916,4.0,40.01,-75.15
Standard Class,Consumer,Austin,Texas,78745.0,Central,Furniture,Storage,88.8,4.0,0.2,-2.22,4.0,30.21,-97.8
Standard Class,Consumer,San Francisco,California,94199.0,West,Technology,Phones,47.976,3.0,0.2,4.7976,4.0,37.77,-122.41
Standard Class,Consumer,Lowell,Massachusetts,1852.0,East,Office Supplies,Binders,7.56,3.0,0.0,3.0996,4.0,42.63,-71.3
Standard Class,Consumer,Lowell,Massachusetts,1852.0,East,Office Supplies,Binders,24.56,2.0,0.0,11.5432,4.0,42.63,-71.3
First Class,Home Office,New York City,New York,10009.0,East,Technology,Phones,6.79,1.0,0.0,2.3086,2.0,40.73,-73.98
First Class,Home Office,New York City,New York,10009.0,East,Office Supplies,Paper,24.56,2.0,0.0,11.5432,2.0,40.73,-73.98
First Class,Home Office,New York City,New York,10009.0,East,Office Supplies,Binders,3.048,1.0,0.2,1.0668,2.0,40.73,-73.98
First Class,Home Office,New York City,New York,10009.0,East,Office Supplies,Binders,49.12,4.0,0.0,6.8824000000000005,2.0,40.73,-73.98
First Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,4355.168,4.0,0.2,1415.4296,2.0,40.73,-73.98
Standard Class,Consumer,New York City,New York,10035.0,East,Furniture,Bookcases,388.704,6.0,0.2,-4.8588,5.0,40.8,-73.93
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,8.26,2.0,0.0,3.7996,5.0,40.8,-73.93
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,17.04,4.0,0.0,6.9864,4.0,40.8,-73.93
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,34.4,5.0,0.0,15.824,4.0,40.8,-73.93
Standard Class,Corporate,Charlotte,North Carolina,28205.0,South,Office Supplies,Binders,36.24,5.0,0.2,11.325,5.0,35.22,-80.79
First Class,Corporate,Columbus,Georgia,31907.0,South,Office Supplies,Binders,647.84,8.0,0.0,168.4384,3.0,32.51,-84.87
Standard Class,Corporate,Columbus,Georgia,31907.0,South,Office Supplies,Binders,20.7,3.770643976020112,0.0,9.936,4.0,32.51,-84.87
Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,20.7,2.0,0.0,9.936,6.0,40.73,-73.98
Standard Class,Consumer,New York City,New York,10009.0,East,Furniture,Furnishings,488.646,3.0,0.1,86.8704,6.0,40.73,-73.98
Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,5.56,2.0,0.0,1.4456,4.0,40.73,-73.98
Standard Class,Consumer,New York City,New York,10009.0,East,Furniture,Furnishings,47.12,3.831979695431472,0.0,20.7328,6.0,40.73,-73.98
Standard Class,Consumer,San Francisco,California,94109.0,West,Office Supplies,Binders,211.96,4.0,0.0,8.4784,5.0,37.79,-122.42
Same Day,Corporate,Manchester,Connecticut,6040.0,East,Office Supplies,Binders,23.2,4.0,0.0,10.44,0.0,41.78,-72.51
Same Day,Corporate,Manchester,Connecticut,6045.0,East,Office Supplies,Binders,26.968,2.0,0.0,0.1472,0.0,41.78,-72.51
Standard Class,Corporate,Manchester,Connecticut,6040.0,East,Furniture,Storage,104.79,7.0,0.0,29.3412,0.0,41.78,-72.51
Same Day,Consumer,Manchester,Connecticut,6040.0,East,Furniture,Furnishings,1043.92,4.0,0.0,271.4192,4.0,41.78,-72.51
Standard Class,Consumer,Harlingen,Texas,78550.0,Central,Office Supplies,Binders,25.92,5.0,0.2,9.396,6.0,26.19,-97.68
Standard Class,Consumer,Harlingen,Texas,78550.0,Central,Office Supplies,Binders,53.424,3.0,0.2,4.6746,6.0,26.19,-97.68
Standard Class,Consumer,Tucson,Arizona,85705.0,West,Office Supplies,Binders,8.16,5.0,0.7,-5.712,4.0,32.26,-111.0
Standard Class,Consumer,Tucson,Arizona,85705.0,West,Technology,Phones,1023.936,8.0,0.2,179.1888,4.0,32.26,-111.0
Standard Class,Consumer,Tucson,Arizona,85705.0,West,Office Supplies,Binders,9.24,1.0,0.2,0.924,4.0,32.26,-111.0
Standard Class,Consumer,Tucson,Arizona,85705.0,West,Technology,Phones,479.04,3.7777777777777777,0.2,25.1916,4.0,32.26,-111.0
Standard Class,Corporate,Quincy,Illinois,62301.0,Central,Office Supplies,Binders,99.136,4.0,0.2,30.98,4.0,39.93,-91.38
Standard Class,Corporate,Franklin,Massachusetts,2038.0,East,Furniture,Furnishings,1488.424,7.0,0.3,-297.6848,4.0,42.08,-71.38
Standard Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,8.652,3.0,0.8,-20.3322,7.0,29.91,-95.65
Standard Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,23.832,3.0,0.2,6.8824000000000005,7.0,29.91,-95.65
Standard Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,12.176,4.0,0.8,-18.8728,7.0,29.91,-95.65
First Class,Corporate,San Francisco,California,94109.0,West,Office Supplies,Binders,50.96,7.0,0.0,25.48,4.0,37.79,-122.42
First Class,Corporate,San Francisco,California,94109.0,West,Office Supplies,Binders,49.536,3.0,0.2,17.3376,1.0,37.79,-122.42
Second Class,Corporate,Taylor,Michigan,48180.0,Central,Technology,Phones,41.9,2.0,0.0,8.799,3.0,42.22,-83.26
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Furniture,Furnishings,375.4575,3.0,0.45,-157.0095,4.0,26.03,-80.24
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Technology,Phones,83.976,3.0,0.2,-1.0497,5.0,26.03,-80.24
Standard Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Technology,Phones,482.34,4.0,0.7,-337.638,4.0,40.01,-75.15
Standard Class,Corporate,Philadelphia,Pennsylvania,19255.0,East,Furniture,Furnishings,2.96,1.0,0.2,7.803599999999999,4.0,39.95,-75.16
